sinonom_char,am_han_viet,all_readings
遁,trốn,trốn thuân tuần độn
遂,tọai,tọai toại
遄,thuyên,thuyên
遅,trì,trì
遇,ngộ,ngộ
遉,trinh,trinh
遊,du,du
運,vận,vận
遍,biến,biến
過,quá,quá qua
遏,át,át
遐,hà,hà
遑,hòang,hòang
遒,tù,tù tưu
道,đạo,đạo đáo
達,đạt,đạt
違,vi,vi vy
遗,di,di
遘,cấu,cấu
遙,diêu,diêu dao
遛,lưu,lưu lựu
遜,tốn,tốn
遝,đạp,đạp
遞,đệ,đệ đái đãi
遟,trì,trì
遠,viễn,viễn viến viển
遡,tố,tố
遢,tháp,tháp
遣,khiến,khiến khiển khán
遥,dao,dao diêu
遨,ngao,ngao
適,thích,thích quát trích đích địch
遭,tao,tao
遮,già,già
遯,rộn,rộn độn
遰,thệ,thệ đệ
遲,trì,trì trí trĩ
遴,lận,lận lân lấn
遵,tuân,tuân
遶,nháo,nháo nhiễu
遷,thiên,thiên
選,tuyển,tuyển sóat tóan tỏan tuyến
遹,duật,duật
遺,di,di dị
遼,liêu,liêu
遽,cự,cự
避,tị,tị tỵ
邀,yêu,yêu
邁,mại,mại
邂,giải,giải
邃,thúy,thúy
還,hòan,hòan tòan hoàn
邅,chênh,chênh chiên triên triển truyên
邇,nhĩ,nhĩ
邈,mạc,mạc
邉,biên,biên
邊,biên,biên
邋,lạp,lạp
邌,trì,trì
邏,lạ,lạ la
邐,lệ,lệ lị
邑,ấp,ấp
邓,đặng,đặng
邕,ung,ung ủng
邗,hàn,hàn
邘,vu,vu
邙,mương,mương mang
邛,cung,cung cùng
邝,quảng,quảng
邠,bân,bân
邢,hình,hình
那,na,na ná nả
邦,vâng,vâng bang
邨,thôn,thôn
邪,tà,tà da từ
邬,ổ,ổ
邮,bưu,bưu
邯,hàm,hàm
邰,thai,thai
邱,khâu,khâu khưu
邲,bí,bí bật tất
邳,bi,bi phi
邴,bính,bính bỉnh
邵,thiệu,thiệu
邶,bắc,bắc bội
邸,để,để
邹,trâu,trâu
邺,nghiệp,nghiệp
邻,lân,lân
邽,khuê,khuê
邾,chau,chau chu
郁,uất,uất úc
郃,cáp,cáp
郄,khích,khích khước tức
郅,chí,chí chất
郇,hòan,hòan tuân
郈,hậu,hậu
郊,giao,giao
郌,khuê,khuê
郎,lang,lang
郏,giáp,giáp
郐,cối,cối
郑,trịnh,trịnh
郓,vận,vận
郕,thành,thành
郗,hy,hy si
郙,phu,phu phủ
郛,phu,phu
郜,cáo,cáo
郝,hác,hác
郞,lang,lang
郟,giáp,giáp
郡,quận,quận
郢,dĩnh,dĩnh sính
郤,khích,khích khước
郦,li,li
郧,vân,vân
部,bộ,bộ bẫu
郭,quách,quách
郯,đàm,đàm
郰,châu,châu trâu
郴,sâm,sâm
郵,bưu,bưu
郷,hương,hương
郸,đan,đan
都,đô,đô
郾,yển,yển
郿,mi,mi my
鄀,nhược,nhược
鄂,ngạc,ngạc
鄆,vận,vận
鄈,qùy,qùy
鄉,hương,hương
鄍,minh,minh
鄐,súc,súc
鄒,trâu,trâu
鄔,ổ,ổ
鄕,hương,hương hướng
鄖,vân,vân
鄗,hạo,hạo khao
鄘,dong,dong dung
鄙,bẽ,bẽ bỉ
鄚,mạc,mạc mạo
鄜,phu,phu
鄞,ngân,ngân
鄠,hộ,hộ
鄢,yên,yên yển
鄣,chương,chương chướng
鄧,đặng,đặng
鄩,tầm,tầm
鄭,trịnh,trịnh
鄯,thiện,thiện
鄰,lân,lân
鄱,bà,bà
鄲,đan,đan
鄴,nghiệp,nghiệp
鄶,cối,cối quái
鄹,châu,châu trâu tụ
鄺,quảng,quảng
酂,ta,ta
酃,linh,linh
酆,phong,phong
酇,ta,ta tỏan tán
酈,li,li ly lịch
酉,dấu,dấu dậu
酊,đinh,đinh đính
酋,tù,tù dấu
酌,chước,chước
配,phối,phối
酎,trửu,trửu trữu
酏,di,di
酒,tửu,tửu
酔,túy,túy
酖,đam,đam chậm trấm trầm trậm
酗,hung,hung hú húng
酘,đầu,đầu
酚,phân,phân
酝,uấn,uấn
酡,đà,đà
酢,thố,thố tạc
酣,hàm,hàm
酤,cô,cô
酥,tô,tô
酦,bát,bát
酧,thù,thù
酩,mỉnh,mỉnh mính
酪,lạc,lạc
酬,thù,thù
酱,tương,tương
酲,xành,xành trình
酳,dận,dận
酴,đồ,đồ
酵,diếu,diếu giáo
酷,khốc,khốc
酸,toan,toan
酹,lỗi,lỗi lội
酺,bô,bô bồ bộ
酽,nghiễm,nghiễm
酾,si,si
酿,nhưỡng,nhưỡng
醁,lục,lục
醃,yêm,yêm
醅,phôi,phôi
醆,trản,trản chén
醇,thuần,thuần
醉,túy,túy
醊,chuyết,chuyết
醋,thố,thố tạc
醍,thể,thể đề
醐,hồ,hồ
醑,tử,tử tữ
醒,tỉnh,tỉnh tinh
醓,thảm,thảm thản
醗,bát,bát phát
醜,xấu,xấu xú
醝,say,say
醞,uấn,uấn uẩn ôn ổn
醡,trá,trá
醢,hải,hải
醤,tương,tương
醨,li,li ly
醩,tao,tao
醪,dao,dao giao lao
醫,y,y ỷ
醬,tương,tương
醭,phốc,phốc
醮,tiếu,tiếu
醯,hề,hề ê
醰,đàm,đàm
醱,bát,bát phát
醲,nùng,nùng
醴,lễ,lễ
醵,cự,cự
醸,nhưỡng,nhưỡng
醺,huân,huân
醻,thù,thù
醼,yến,yến
醽,linh,linh
釀,nhưỡng,nhưỡng
釁,hấn,hấn
釂,tiếu,tiếu
釃,si,si sỉ
釄,mi,mi my
釅,nghiễm,nghiễm nghiệm
釆,biện,biện
采,thái,thái thải
釈,dịch,dịch thích
釉,dứu,dứu
释,thích,thích
釋,thích,thích dịch
里,lịa,lịa lí lý
重,trọng,trọng trùng
野,dã,dã
量,lương,lương lường lượng
釐,hi,hi hy li ly
金,kim,kim vàng
釒,kim,kim
釓,ca,ca
釔,ất,ất
釕,rẻo,rẻo
釖,đao,đao
釗,chiêu,chiêu
釘,đinh,đinh đính
釙,bộc,bộc phốc
釜,phủ,phủ
針,châm,châm trâm
釟,bát,bát díp
釡,phủ,phủ
釣,điếu,điếu
釤,sam,sam sàm sám sán tiêm
釦,khấu,khấu khẩu
釧,xuyến,xuyến
釩,phiếm,phiếm phàm phạm
釪,hoa,hoa
釬,can,can hãn hạn
釭,cong,cong cang công
釯,mang,mang
釱,đại,đại đệ
釵,thoa,thoa sai
釶,tha,tha thi
釷,thổ,thổ
釹,nục,nục
釼,kiếm,kiếm nhật
釿,cân,cân ngân ngận
鈀,ba,ba bả bà
鈁,phương,phương
鈂,đâm,đâm
鈄,đẩu,đẩu
鈆,diên,diên duyên
鈇,phu,phu
鈉,nạp,nạp nột
鈌,khóet,khóet quyết khoét
鈍,nhọn,nhọn độn
鈎,câu,câu
鈐,kiềm,kiềm
鈑,bản,bản
鈒,táp,táp
鈔,sao,sao sào sáo
鈕,nạo,nạo nữu
鈙,chày,chày
鈞,quân,quân
鈣,cái,cái
鈤,nhật,nhật
鈥,hỏa,hỏa
鈦,thái,thái
鈬,đạc,đạc
鈮,ni,ni nỉa
鈰,thị,thị
鈳,a,a
鈴,linh,linh
鈶,tỷ,tỷ
鈷,cổ,cổ
鈸,bạt,bạt bát
鈹,phi,phi
鈺,ngọc,ngọc
鈼,rựa,rựa
鈽,búa,búa
鈾,do,do trụ
鈿,điến,điến điền
鉀,giáp,giáp
鉄,thiết,thiết
鉅,cự,cự
鉆,kiềm,kiềm
鉈,tha,tha xà
鉉,huyền,huyền huyễn
鉊,rìu,rìu
鉋,bào,bào
鉍,bí,bí tất
鉏,sừ,sừ tra trở tư từ
鉐,đạn,đạn thạch
鉑,bạc,bạc bạch
鉗,kiềm,kiềm
鉚,mão,mão
鉛,duyên,duyên diên
鉞,việt,việt hối
鉢,bát,bát
鉤,câu,câu
鉥,thuật,thuật
鉦,chiêng,chiêng chinh
鉱,khóang,khóang quáng
鉴,giám,giám
鉶,hình,hình
鉷,hồng,hồng
鉸,giảo,giảo
鉻,lạc,lạc các
鉼,bính,bính
鉾,mâu,mâu
鉿,cáp,cáp
銀,ngân,ngân
銁,quân,quân
銃,súng,súng
銅,đồng,đồng
銊,tuất,tuất
銍,chí,chí trất
銑,ten,ten tiên tiển
銓,thuyên,thuyên
銕,thiết,thiết
銖,thù,thù
銘,minh,minh
銙,khóa,khóa khoá
銚,dao,dao diêu điêu điều điệu
銛,quát,quát thiểm tiêm
銜,hàm,hàm
銠,lão,lão
銤,mễ,mễ
銥,y,y
銧,quang,quang
銨,an,an
銫,sắc,sắc
銭,tiền,tiền
銮,loan,loan
銲,hãn,hãn hạn
銳,nhọn,nhọn
銶,cầu,cầu
銷,tiu,tiu tiêu
銹,tú,tú
銻,đễ,đễ
銼,tòa,tòa tỏa
鋀,du,du đậu
鋁,lữ,lữ lự
鋂,mũi,mũi môi
鋃,lang,lang
鋅,tân,tân tử
鋆,quân,quân
鋇,bối,bối
鋈,ốc,ốc
鋌,thính,thính đĩnh
鋏,giáp,giáp khiếp kiệp
鋐,hòanh,hòanh
鋑,tuyên,tuyên
鋒,phong,phong
鋕,chí,chí
鋘,hoa,hoa ô
鋙,ngô,ngô ngữ
鋜,trạc,trạc
鋝,luyệt,luyệt
鋟,xăm,xăm tiêm tẩm xâm
鋤,sừ,sừ
鋥,rỉnh,rỉnh xiềng
鋦,cuốc,cuốc
鋨,nga,nga
鋩,mang,mang
鋪,phố,phố phô
鋭,nhọn,nhọn duệ nhuệ đóai
鋯,cạo,cạo
鋰,lý,lý
鋲,beng,beng
鋳,chú,chú
鋸,cưa,cưa cư cứ
鋺,oan,oan uyển
鋼,gang,gang cương
錁,khóa,khóa khoá
錄,lục,lục
錆,thanh,thanh thương
錈,quyển,quyển
錏,a,a á
錐,duì,duì chùy trùy
錔,tháp,tháp thạp
錕,côn,côn
錘,chuy,chuy chúy chùy
錙,chuy,chuy tri truy
錚,trành,trành tranh
錞,thuần,thuần đối đỗi đội
錟,tiêm,tiêm đàm
錠,đĩnh,đĩnh
錡,ki,ki ky kĩ kỹ
錢,tiền,tiền tiễn
錣,chuyết,chuyết
錤,cơ,cơ ky
錦,gấm,gấm cẩm
錨,miêu,miêu
錩,xuổng,xuổng xương
錫,thiếc,thiếc tích
錬,luyện,luyện
錮,cố,cố
錯,thó,thó thác thố
録,lục,lục
錳,mãnh,mãnh mạnh
錴,lục,lục
錵,hoa,hoa họa
錶,biểu,biểu
錾,trạm,trạm
鍄,keng,keng kiềng
鍇,hài,hài khải
鍉,thi,thi đích đề
鍊,luyện,luyện
鍋,oa,oa
鍍,độ,độ
鍐,tông,tông
鍔,ngạc,ngạc
鍖,châm,châm sẩm
鍘,trát,trát
鍚,dương,dương
鍛,thuyến,thuyến đòan đóan đọan
鍜,hạ,hạ
鍠,hòang,hòang
鍤,sáp,sáp tráp
鍥,khiết,khiết
鍩,nặc,nặc
鍪,mâu,mâu
鍫,thiêu,thiêu
鍬,thiêu,thiêu
鍭,hầu,hầu
鍮,thau,thau thâu
鍰,hòan,hòan
鍱,diệp,diệp hiệp tiết
鍳,giám,giám
鍵,kiện,kiện
鍶,tung,tung tư
鍺,chá,chá giả đả
鍼,châm,châm kiềm trâm
鍾,chung,chung
鎂,mĩ,mĩ mỹ
鎊,bàng,bàng bảng
鎋,hạt,hạt
鎌,gươm,gươm liêm
鎍,tác,tác
鎏,lưu,lưu
鎒,nậu,nậu
鎔,dong,dong dung
鎖,tỏa,tỏa toả
鎗,thương,thương sang sanh
鎘,cách,cách lịch
鎙,giáo,giáo
鎚,chúy,chúy chùy trùy đôi
鎛,bác,bác
鎞,bế,bế bề phê tỳ
鎡,tư,tư
鎣,óanh,óanh
鎤,hỏang,hỏang
鎦,lưu,lưu lựu
鎧,khải,khải
鎩,sái,sái sát
鎬,cào,cào cảo hạo
鎭,trấn,trấn
鎮,trấn,trấn
鎰,dát,dát dật
鎵,gia,gia
鎶,cà,cà
鎻,toả,toả
鏁,toả,toả
鏃,thốc,thốc
鏇,tòan,tòan tuyền toàn
鏈,liên,liên
鏌,mác,mác mạc
鏐,liêu,liêu lưu
鏑,đích,đích
鏖,ao,ao
鏗,keng,keng khanh
鏘,thương,thương
鏜,thang,thang
鏝,man,man
鏞,dong,dong dung
鏟,sạn,sạn sản
鏡,kẻng,kẻng cảnh kính
鏢,tiu,tiu phiêu tiêu
鏤,lũ,lũ
鏥,tú,tú
鏦,thung,thung
鏨,trạm,trạm tạm
鏵,hoa,hoa
鏷,bộc,bộc
鏹,cường,cường cưỡng
鏻,lân,lân
鏽,tú,tú
鐀,quĩ,quĩ
鐃,nao,nao nạo
鐄,hòang,hòang vàng hòanh hoàng
鐇,phiên,phiên
鐏,tôn,tôn tỗn
鐐,liêu,liêu rìu
鐒,lao,lao
鐓,đôi,đôi đôn đối đồi đỗi
鐔,thiền,thiền tầm đàm
鐘,chuông,chuông chung
鐙,đâng,đâng đăng đặng
鐚,a,a
鐡,thiết,thiết
鐫,tuyên,tuyên
鐮,liềm,liềm liêm
鐰,thao,thao thau
鐱,kẽm,kẽm
鐲,đục,đục trạc
鐳,lôi,lôi
鐵,thiết,thiết
鐶,hòan,hòan
鐸,đạc,đạc
鐺,sanh,sanh thang đang đương
鐻,cự,cự cứa cứ cừ
鐿,ý,ý
鑁,tông,tông
鑄,chú,chú
鑅,vành,vành vạnh vòng
鑊,vạc,vạc họach
鑌,tân,tân tấn
鑑,giám,giám
鑒,giám,giám
鑓,sang,sang sanh thương
鑕,chặt,chặt chất
鑚,tòan,tòan
鑛,khóang,khóang quáng khoáng
鑞,lạp,lạp
鑠,thước,thước
鑢,lự,lự
鑣,tiêu,tiêu tiu
鑧,khoan,khoan
鑨,xuổng,xuổng
鑪,lô,lô lư
鑫,hâm,hâm
鑭,lan,lan lạn
鑰,dược,dược thược
鑱,sàm,sàm
鑲,nhương,nhương tương
鑴,tuyên,tuyên
鑵,quán,quán
鑷,nhiếp,nhiếp
鑼,la,la
鑽,tòan,tòan tỏan
鑾,loan,loan
鑿,tạc,tạc tao
钁,quyết,quyết quắc quặc
钆,ca,ca
钇,ất,ất
针,châm,châm
钉,đinh,đinh
钊,chiêu,chiêu
钋,bộc,bộc
钌,rẻo,rẻo
钍,thổ,thổ
钏,xuyến,xuyến
钐,sam,sam
钑,táp,táp
钒,phiếm,phiếm
钓,điếu,điếu
钕,nục,nục
钖,dương,dương
钗,thoa,thoa
钙,cái,cái
钛,thái,thái
钜,cự,cự
钝,nhọn,nhọn
钞,sao,sao
钟,chung,chung
钠,nạp,nạp
钡,bối,bối
钢,gang,gang
钣,bản,bản
钤,kiềm,kiềm
钥,dược,dược
钦,khâm,khâm
钧,quân,quân
钩,câu,câu
钫,phương,phương
钬,hỏa,hỏa
钭,đẩu,đẩu
钮,nạo,nạo
钯,ba,ba
钰,ngọc,ngọc
钱,tiền,tiền
钲,chiêng,chiêng
钳,kiềm,kiềm
钴,cổ,cổ
钵,bát,bát
钶,a,a
钸,búa,búa
钹,bạt,bạt
钺,việt,việt
钻,tòan,tòan
钾,giáp,giáp
钿,điến,điến
铀,do,do
铁,thiết,thiết
铂,bạc,bạc
铃,linh,linh
铄,thước,thước
铅,duyên,duyên
铆,mão,mão
铇,bào,bào
铈,thị,thị
铉,huyền,huyền
铊,tha,tha
铋,bí,bí
铌,ni,ni
铍,phi,phi
铎,đạc,đạc
铏,hình,hình
铑,lão,lão
铓,mang,mang
铔,a,a
铗,giáp,giáp
铙,nao,nao
铚,chí,chí
铛,sanh,sanh
铜,đồng,đồng
铝,lữ,lữ
铠,khải,khải
铡,trát,trát
铢,thù,thù
铣,ten,ten
铤,thính,thính
铦,quát,quát
铧,hoa,hoa
铨,thuyên,thuyên
铩,sái,sái
铪,cáp,cáp
铫,dao,dao
铬,lạc,lạc
铭,minh,minh
铮,trành,trành
铯,sắc,sắc
铰,giảo,giảo
铱,y,y
铲,sạn,sạn
铳,súng,súng
铵,an,an
银,ngân,ngân
铸,chú,chú
铹,lao,lao
铺,phố,phố
铻,ngô,ngô
链,liên,liên
铿,keng,keng
销,tiu,tiu
锁,toả,toả
锂,lý,lý
锃,rỉnh,rỉnh
锄,sừ,sừ
锅,oa,oa
锆,cạo,cạo
锇,nga,nga
锈,tú,tú
锉,tòa,tòa
锊,luyệt,luyệt
锋,phong,phong
锌,tân,tân
锐,nhọn,nhọn
锑,đễ,đễ
锒,lang,lang
锓,xăm,xăm
锔,cuốc,cuốc
锖,thanh,thanh
锗,chá,chá
锘,nặc,nặc
错,thó,thó
锚,miêu,miêu
锜,ki,ki
锞,khoá,khoá
锟,côn,côn
锠,xuổng,xuổng
锡,thiếc,thiếc
锢,cố,cố
锣,la,la
锤,chuy,chuy
锥,duì,duì
锦,gấm,gấm
锧,chặt,chặt
锩,quyển,quyển
锬,tiêm,tiêm
锭,đĩnh,đĩnh
键,kiện,kiện
锯,cưa,cưa
锰,mãnh,mãnh
锱,chuy,chuy
锲,khiết,khiết
锴,hài,hài
锵,thương,thương
锶,tung,tung
锷,ngạc,ngạc
锸,sáp,sáp
锹,thiêu,thiêu
锺,chung,chung
锻,thuyến,thuyến
锽,hòang,hòang
锾,hòan,hòan
镀,độ,độ
镁,mĩ,mĩ
镂,lũ,lũ
镃,tư,tư
镆,mác,mác
镇,trấn,trấn
镈,bác,bác
镉,cách,cách
镊,nhiếp,nhiếp
镌,tuyên,tuyên
镏,lưu,lưu
镐,cào,cào
镑,bàng,bàng
镒,dát,dát
镓,gia,gia
镔,tân,tân
镕,dong,dong
镖,tiu,tiu
镗,thang,thang
镘,man,man
镛,dong,dong
镜,kẻng,kẻng
镝,đích,đích
镞,thốc,thốc
镟,tòan,tòan
镠,liêu,liêu
镡,thiền,thiền
镣,liêu,liêu
镤,bộc,bộc
镦,đôi,đôi
镧,lan,lan
镪,cường,cường
镫,đâng,đâng
镬,vạc,vạc
镭,lôi,lôi
镮,hòan,hòan
镯,đục,đục
镰,liềm,liềm
镱,ý,ý
镳,tiêu,tiêu
镴,lạp,lạp
镵,sàm,sàm
镶,nhương,nhương
長,trường,trường tràng trướng trưởng trượng
镸,trường,trường
长,trường,trường
門,môn,môn
閂,soan,soan
閃,siểm,siểm thiểm
閆,diêm,diêm
閇,bế,bế
閈,hãn,hãn
閉,bế,bế
開,khai,khai
閌,khang,khang kháng
閍,muôn,muôn
閎,hòanh,hòanh hoằng
閏,nhuận,nhuận
閑,nhàn,nhàn
閒,gian,gian
間,gian,gian gián nhàn
閔,mẫn,mẫn
閖,nhàn,nhàn
閘,sạp,sạp áp
閙,nháo,nháo náo
閟,bí,bí
閠,nhuận,nhuận
閡,ngại,ngại
関,quan,quan
閣,các,các
閤,cáp,cáp hạp hợp
閥,phiệt,phiệt
閦,sóc,sóc súc
閧,hổng,hổng hống
閨,khuê,khuê
閩,mân,mân
閫,khổn,khổn
閬,lang,lang lãng
閭,lư,lư
閱,duyệt,duyệt
閲,duyệt,duyệt
閴,khúych,khúych
閶,xương,xương
閹,yêm,yêm
閻,diêm,diêm diễm
閼,yên,yên át
閽,hôn,hôn
閾,vắc,vắc quắc vực
閿,văn,văn
闃,khúych,khúych
闆,bản,bản ván
闇,am,am yểm ám
闈,vi,vi vy
闉,nhân,nhân
闊,khóat,khóat
闋,khuyết,khuyết
闌,làn,làn lan
闍,xà,xà đồ
闐,điền,điền
闑,niết,niết
闒,tháp,tháp đạp
闓,khai,khai khải
闔,hạp,hạp
闕,khuyết,khuyết quyết
闖,sấm,sấm
闗,quan,quan
闘,đấu,đấu
闚,khuy,khuy
關,quan,quan loan
闞,giảm,giảm hám hảm khám
闟,hấp,hấp tháp
闠,hối,hối hội
闡,xén,xén xiển
闢,phách,phách tịch vếch
闤,hòan,hòan
闥,thát,thát
门,môn,môn
闩,soan,soan
闪,siểm,siểm
闫,diêm,diêm
闬,hãn,hãn
闭,bế,bế
问,vấn,vấn
闯,sấm,sấm
闰,nhuận,nhuận
闱,vi,vi
闲,nhàn,nhàn
闳,hòanh,hòanh
间,gian,gian
闵,mẫn,mẫn
闶,khang,khang
闷,muốn,muốn
闸,sạp,sạp
闹,náo,náo
闺,khuê,khuê
闻,văn,văn
闼,thát,thát
闽,mân,mân
闾,lư,lư
闿,khai,khai
阀,phiệt,phiệt
阁,các,các
阂,ngại,ngại
阃,khổn,khổn
阄,cưu,cưu
阅,duyệt,duyệt
阆,lang,lang
阇,xà,xà
阈,vắc,vắc
阉,yêm,yêm
阊,xương,xương
阋,huých,huých
阌,văn,văn
阍,hôn,hôn
阎,diêm,diêm
阏,yên,yên
阐,xén,xén
阑,làn,làn
阒,khúych,khúych
阓,hối,hối
阔,khóat,khóat
阕,khuyết,khuyết
阖,hạp,hạp
阗,điền,điền
阘,tháp,tháp
阙,khuyết,khuyết
阚,giảm,giảm
阛,hòan,hòan
阜,phụ,phụ
阝,phụ,phụ
阞,lặc,lặc
队,đội,đội
阡,thiên,thiên
阤,dĩ,dĩ trĩ đà
阧,đẩu,đẩu
阨,ách,ách ải nhách
阪,bản,bản phản phẳng
阬,khanh,khanh kháng ganh
阮,nguyễn,nguyễn
阯,chỉ,chỉ
阱,tỉnh,tỉnh tịnh giếng
防,phòng,phòng
阳,dương,dương
阴,âm,âm ấm
阵,trận,trận
阶,giai,giai
阸,ách,ách ải
阹,khư,khư
阻,trở,trở
阼,tạc,tạc tộ
阿,a,a á ốc à
陀,đà,đà
陁,di,di trĩ
陂,bê,bê bi bí pha
附,phò,phò phụ
际,tế,tế
陆,lục,lục
陇,luống,luống
陈,trần,trần
陉,hình,hình
陋,lậu,lậu
陌,mạch,mạch
降,giáng,giáng hàng
陏,tùy,tùy đọa
限,hạn,hạn
陔,cai,cai
陕,hiệp,hiệp
陗,tiễu,tiễu
陘,hình,hình kính
陛,bệ,bệ
陜,hiệp,hiệp thiểm xiểm hẹp
陝,hiệp,hiệp thiểm xiểm
陞,thăng,thăng
陟,trắc,trắc
陡,đẩu,đẩu
院,viện,viện
陣,trận,trận
除,trừ,trừ
陥,hãm,hãm
陦,đảo,đảo
陧,niết,niết
陨,viên,viên
险,hiểm,hiểm
陪,bồi,bồi
陬,tưu,tưu
陭,yêm,yêm
陰,âm,âm uẩn ám ấm
陲,thùy,thùy thuỳ
陳,trần,trần trận
陴,bài,bài bì tỳ
陵,lăng,lăng
陶,dao,dao giao đào
陷,hãm,hãm
陸,lục,lục
険,hiểm,hiểm
陻,nhân,nhân
陼,chử,chử đổ chã
陽,dương,dương
陾,nhưng,nhưng
隂,âm,âm
隃,dao,dao du
隄,đê,đê
隅,ngung,ngung
隆,long,long
隈,ôi,ôi hoáy
隉,niết,niết
隊,đội,đội tọai trụy
隋,tùy,tùy đọa
隍,hòang,hòang
階,giai,giai
随,tùy,tùy tuỳ
隐,ẩn,ẩn
隔,cách,cách
隕,viên,viên vẫn
隖,ổ,ổ
隗,ngôi,ngôi ngỗi
隘,ải,ải ách
隙,khích,khích
際,tế,tế
障,chướng,chướng chương
隝,ổ,ổ
隠,ẩn,ẩn
隣,lân,lân
隤,đồi,đồi
隧,tọai,tọai trụy
隨,tùy,tùy tuỳ
隩,úc,úc áo
險,hiểm,hiểm
隮,tê,tê tề tễ
隯,đảo,đảo
隰,thấp,thấp
隱,ẩn,ẩn ấn
隲,chất,chất
隳,huy,huy
隴,luống,luống lũng
隶,lệ,lệ đãi
隷,lệ,lệ
隸,lệ,lệ
隹,chuy,chuy
隺,hạc,hạc hộc
隻,chiếc,chiếc chích
隼,chuẩn,chuẩn
隽,tuyến,tuyến tuyển tuấn
难,nan,nan
雀,tước,tước
雁,nhạn,nhạn
雄,hùng,hùng
雅,nhã,nhã nha
集,tập,tập
雇,cố,cố
雉,trĩ,trĩ
雊,cấu,cấu cẩu
雋,tuấn,tuấn tuyến tuyển
雌,thư,thư
雍,ủng,ủng ung úng
雎,sư,sư thư
雏,sồ,sồ
雑,tạp,tạp
雒,lạc,lạc
雕,điêu,điêu
雖,tuy,tuy vị
雘,họach,họach
雙,song,song
雚,chuy,chuy hòan quán
雛,sồ,sồ
雜,tạp,tạp
雝,ung,ung ủng
雞,kê,kê
雟,huề,huề tủy
雠,thù,thù
離,li,li ly lệ
難,nan,nan na nạn
雨,vú,vú vũ vụ ngựa
雩,vu,vu vụ
雪,tuyết,tuyết
雯,văn,văn
雰,phân,phân
雱,bàng,bàng
雲,vân,vân
雳,rích,rích
雴,rợp,rợp
零,lênh,lênh linh
雷,lôi,lôi lỗi
雹,bạc,bạc bạo
電,điện,điện
雾,vụ,vụ
需,nhu,nhu nhuyễn nọa tu
霁,tế,tế
霂,móc,móc mộc
霃,trầm,trầm
霄,tiêu,tiêu
霅,hiệp,hiệp sáp tráp
霆,đình,đình
震,chấn,chấn thần
霈,pháy,pháy bái
霉,my,my môi vy
霊,linh,linh
霍,hoắc,hoắc quắc
霎,siếp,siếp sáp thiếp
霏,phay,phay phi
霑,dìm,dìm thiêm tiêm triêm
霓,nghi,nghi nghê
霖,lâm,lâm
霙,anh,anh
霜,sương,sương
霝,linh,linh
霞,hà,hà
霡,mạch,mạch
霢,mạch,mạch
霣,vẫn,vẫn
霤,lựu,lựu
霥,mông,mông
霧,vụ,vụ
霨,úy,úy
霪,dầm,dầm dâm
霭,ái,ái
霰,tán,tán tản
